loja_id,2,3,4,6,7,9,10,11,12,14,15,16,17,21,22,23,24,25,27,29,33,34,35,36,37,39,43,44,46,49,51,52,53,55,56,58,59,60,61,62,63,64,65,68,69,70,71
0CDRJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,594.44,560.42,594.44,594.44,594.44,560.42,594.44,594.44,594.44,594.44,594.44,560.42,594.44,594.44,594.44,594.44,594.44,594.44,594.44,560.42,712.04,594.44,594.44,712.04,594.44,560.42,771.14,771.14,771.14,594.44,712.04,594.44,594.44,594.44,594.44,712.04,771.14,594.44,712.04,712.04,594.44,560.42,560.42,594.44,594.44,594.44,560.42
1082,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
1175,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
1266,420.0,403.2,420.0,420.0,420.0,403.2,420.0,420.0,420.0,420.0,420.0,403.2,420.0,420.0,420.0,420.0,420.0,420.0,420.0,403.2,470.4,420.0,420.0,470.4,420.0,403.2,489.44,489.44,489.44,420.0,470.4,420.0,420.0,420.0,420.0,470.4,489.44,420.0,470.4,470.4,420.0,403.2,403.2,420.0,420.0,420.0,403.2
1481,595.2,544.0,595.2,595.2,595.2,544.0,595.2,595.2,595.2,595.2,595.2,544.0,595.2,595.2,595.2,595.2,595.2,595.2,595.2,544.0,704.96,595.2,595.2,704.96,595.2,544.0,780.8,780.8,780.8,595.2,704.96,595.2,595.2,595.2,595.2,704.96,780.8,595.2,704.96,704.96,595.2,544.0,544.0,595.2,595.2,595.2,544.0
5022,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
5234,730.16,652.36,730.16,730.16,730.16,652.36,730.16,730.16,730.16,730.16,730.16,652.36,730.16,730.16,730.16,730.16,730.16,730.16,730.16,652.36,880.24,730.16,730.16,880.24,730.16,652.36,999.48,999.48,999.48,730.16,880.24,730.16,730.16,730.16,730.16,880.24,999.48,730.16,880.24,880.24,730.16,652.36,652.36,730.16,730.16,730.16,652.36
5270,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
5377,507.81,474.88,507.81,507.81,507.81,474.88,507.81,507.81,507.81,507.81,507.81,474.88,507.81,507.81,507.81,507.81,507.81,507.81,507.81,474.88,604.13,507.81,507.81,604.13,507.81,474.88,680.29,680.29,680.29,507.81,604.13,507.81,507.81,507.81,507.81,604.13,680.29,507.81,604.13,604.13,507.81,474.88,474.88,507.81,507.81,507.81,474.88
5412,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9035,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9108,449.12,431.2,449.12,449.12,449.12,431.2,449.12,449.12,449.12,449.12,449.12,431.2,449.12,449.12,449.12,449.12,449.12,449.12,449.12,431.2,516.32,449.12,449.12,516.32,449.12,431.2,546.56,546.56,546.56,449.12,516.32,449.12,449.12,449.12,449.12,516.32,546.56,449.12,516.32,516.32,449.12,431.2,431.2,449.12,449.12,449.12,431.2
9112,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9119,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9160,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9250,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
9336,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
L003,516.04,485.38,516.04,516.04,516.04,485.38,516.04,516.04,516.04,516.04,516.04,485.38,516.04,516.04,516.04,516.04,516.04,516.04,516.04,485.38,614.6,516.04,516.04,614.6,516.04,485.38,668.1,668.1,668.1,516.04,614.6,516.04,516.04,516.04,516.04,614.6,668.1,516.04,614.6,614.6,516.04,485.38,485.38,516.04,516.04,516.04,485.38
L005,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
L007,449.12,431.2,449.12,449.12,449.12,431.2,449.12,449.12,449.12,449.12,449.12,431.2,449.12,449.12,449.12,449.12,449.12,449.12,449.12,431.2,516.32,449.12,449.12,516.32,449.12,431.2,546.56,546.56,546.56,449.12,516.32,449.12,449.12,449.12,449.12,516.32,546.56,449.12,516.32,516.32,449.12,431.2,431.2,449.12,449.12,449.12,431.2
L010,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
L012,482.72,458.08,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,458.08,482.72,482.72,482.72,482.72,482.72,482.72,482.72,458.08,579.04,482.72,482.72,579.04,482.72,458.08,624.96,624.96,624.96,482.72,579.04,482.72,482.72,482.72,482.72,579.04,624.96,482.72,579.04,579.04,482.72,458.08,458.08,482.72,482.72,482.72,458.08
